Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,BB_middle,BB_upper,BB_lower,Volume_SMA,Volume_ratio,Price_momentum_5,Price_momentum_10,Volatility,MA_crossover_signal,MACD_bullish,MACD_bearish,RSI_oversold,RSI_overbought,BB_squeeze,AI_Score,AI_Signal
2023-01-22,17284.307386029657,17507.69592876362,17245.212720133903,17433.377441417484,1351068.1684886408,17433.96049703813,17812.64097998848,18304.60915138149,,,17825.721649776653,18072.10259929126,-246.38094951460516,-142.63266263004485,-103.74828688456032,22.850247372026175,18304.60915138149,19662.277938526866,16946.940364236114,1052938.372611694,1.2831407835745121,-0.00951806152527801,-0.07920312366707494,678.8343935726881,-1,0,0,1,0,0,-0.19910260898447996,Neutral
2023-01-23,17342.057879347227,17630.098076741302,17272.84635996238,17459.75280034218,950207.1703041852,17387.37706980119,17657.50561616873,18269.83403490758,,,17768.184848716952,18017.43214013039,-249.24729141343778,-164.08220413154797,-85.16508728188981,24.457487807611756,18269.83403490758,19678.289403829698,16861.378665985463,1050396.2941297214,0.9046177862722324,-0.013164612069308523,-0.08160249079730375,704.2276844610583,-1,0,0,1,0,0,-0.3274368225240838,Bearish
2023-01-24,17158.87819553818,17632.52841266703,17007.562086935817,17095.346409732007,1194314.190190871,17314.339208236415,17519.539419532957,18195.64647081485,,,17662.75815638438,17936.341563188762,-273.5834068043805,-186.08635633697335,-87.49705046740715,17.889925423769142,18195.64647081485,19689.246662417892,16702.046279211805,1059642.1977016176,1.1270919493215346,-0.020915126186918487,-0.07467720383517218,746.8000958015217,-1,0,0,1,0,0,-0.2822963873832083,Neutral
2023-01-25,16978.79097508653,17427.006463220197,16744.64726865466,16964.297914108396,1129075.1899170296,17287.324331638763,17415.34643002163,18117.704773316495,,,17553.62709064272,17852.026875937776,-298.39978529505606,-208.63422557013135,-89.76555972492471,17.849725640685875,18117.704773316495,19699.44077496449,16535.9687716685,1070596.6119122615,1.0546224202039234,-0.007899376692978577,-0.05786497350542463,790.8680008239976,-1,0,0,1,0,0,-0.24259381492199572,Neutral
2023-01-26,16985.366411970674,17245.195393049005,16495.146673803152,17001.00592092409,1273726.3115064697,17190.75609730483,17329.11094582011,18044.388110158194,,,17467.48933024847,17779.132891396515,-311.6435611480447,-229.29854676430512,-82.34501438373957,19.498574763905708,18044.388110158194,19692.432382917093,16396.343837399294,1078054.42816411,1.1815046422800584,-0.0276164146890876,-0.04827506164485662,824.0221363794498,-1,0,0,1,0,0,-0.2845489065456907,Neutral
2023-01-27,16717.52640132109,16889.498207433175,16391.80666751463,16715.98569451402,807015.307883979,17047.277747924138,17240.619122481134,17934.485858168908,,,17350.58824603823,17689.111792189742,-338.52354615151125,-251.19649262604386,-87.32705352546739,15.985805681212554,17934.485858168908,19630.800236178067,16238.17148015975,1079081.3978521347,0.747872504790008,-0.04115047410142769,-0.05027686288241395,848.1571890045789,-1,0,0,1,0,0,-0.4156740571301286,Bearish
2023-01-28,16847.77522258726,17006.919113193755,16626.127234560947,16818.54612786313,1137210.291999688,16919.036413428326,17153.20674161476,17818.352314038395,,,17267.967061392173,17616.17055668531,-348.20349529313535,-270.63549365586607,-77.56800163726928,21.831090956986444,17818.352314038395,19484.575470523196,16152.129157553594,1087365.7073023324,1.045839761510427,-0.036724842545679315,-0.049405986309567496,833.1115782424008,-1,0,0,1,0,0,-0.3367738389768719,Bearish
2023-01-29,16630.42374153886,16944.488375693163,16306.951316557102,16675.427358238383,1211684.8973699175,16835.052603129603,17074.69590568301,17701.32403432791,,,17176.083893412873,17538.107568454303,-362.02367504142967,-288.9414570392663,-73.08221800216336,24.55029650452522,17701.32403432791,19341.95582053003,16060.69224812579,1096746.995853709,1.1047989207636175,-0.024563354343880017,-0.0449647348751222,820.3158931010598,-1,0,0,1,0,0,-0.3081455826765546,Bearish
2023-01-30,16546.161969367735,16694.400705723758,16451.85889287848,16610.803302884553,648252.1027153772,16764.353680884837,17025.839006261802,17572.85116355209,,,17088.534562443467,17461.838996343533,-373.3044339000662,-305.8349655620306,-67.4694683380356,25.307647145547463,17572.85116355209,19125.934433405142,16019.767893699041,1074015.2126488904,0.6035781384479321,-0.020837562097389184,-0.028572335037997165,776.5416349265248,-1,0,0,1,0,0,-0.4301993145951757,Bearish
2023-01-31,16485.313311722864,16593.878584486305,16459.463789001715,16469.18625180918,763348.297466845,16657.989747061853,16924.372922183342,17443.484287831794,,,16992.71019262422,17380.85757280655,-388.1473801823304,-322.31376830185945,-65.83361188047093,26.57371513198366,17443.484287831794,18904.514737426918,15982.453838236672,1055066.4787413436,0.7235072982107176,-0.03128165895527213,-0.05803418637848834,730.5152247975612,-1,0,0,1,0,0,-0.4300999447554571,Bearish
2023-02-01,16852.159828732736,17114.67166245191,16800.944262363068,16935.003561097696,592153.5644479799,16701.793320378587,16874.535534151364,17343.588257069925,,,16983.789712309193,17344.75544696915,-360.96573465995607,-330.050291078317,-30.915443581639067,36.419501622207385,17343.588257069925,18639.73107801093,16047.44543612892,1045920.5778821215,0.566155382129519,0.013102300431828917,-0.028587339544188017,648.0714104705017,-1,0,0,0,0,0,-0.27104354130001895,Neutral
2023-02-02,16974.621524662325,17177.07142029793,16734.48469244816,16940.042429643217,946118.6331110884,16726.092580734607,16822.56449708147,17240.0350566251,,,16977.032095121052,17312.20916344243,-335.1770683213763,-331.0762968353357,-4.100771486040571,39.8438068303504,17240.0350566251,18281.056978753262,16199.013134496938,1058567.6512450322,0.8937724783090745,0.0072239479474867085,-0.029766192949122194,520.5109610640814,-1,0,0,0,0,0,-0.24980062672543624,Neutral
2023-02-03,16537.75410814474,16954.495553065994,16496.014890508588,16679.747430635885,1143508.4511591925,16726.956595214106,16781.004599171854,17150.272009352404,,,16931.139309945287,17261.668379136565,-330.5290691912778,-330.9667957828942,0.4377265916164106,41.4764943823332,17150.272009352404,18041.78953075564,16258.75448794917,1052966.3055840065,1.0859876950430705,0.0002590681668717121,-0.02431064976019026,445.7587607016169,-1,1,0,0,0,0,-0.059445567496123924,Neutral
2023-02-04,16980.817109649804,17052.18918429372,16750.06178500441,16893.88492511474,1300471.4104192057,16783.572919660142,16773.96330027249,17094.65486514706,,,16925.39126081008,17232.44891524168,-307.0576544315991,-326.18302698547126,19.125372553872182,37.12568496662611,17094.65486514706,17895.512990849926,16293.79673944419,1064666.735985171,1.2214821469141108,0.01704201880357159,-0.00415065741890186,400.42906285143437,-1,0,0,0,0,0,-0.08792196530947326,Neutral
2023-02-05,16632.16894113958,17020.060579231238,16371.09784540457,16592.959985564787,1014818.956083955,16808.327666411264,16733.158706736558,17031.134826278336,,,16874.122665671584,17181.914679798123,-307.79201412653856,-322.5036303812204,14.711616254681815,33.46736496720442,17031.134826278336,17774.75588728727,16287.513765269401,1072892.5491549342,0.9458719392573646,0.007515473555471441,-0.024001281880450254,371.8105305044672,-1,0,0,0,0,0,-0.19929009541989795,Neutral
2023-02-06,16674.56006958562,16707.222043530524,16384.557603638637,16653.241444672894,1325723.1091142583,16751.975243126304,16726.884281752446,16983.75170211679,,,16840.07050737411,17140.343144024657,-300.2726366505485,-318.0562770361459,17.78364038559738,34.34322438003744,16983.75170211679,17694.552838104122,16272.95056612946,1073667.184855422,1.2347616913455148,-0.01663785398144535,-0.0037535477110223203,355.4005679936656,-1,0,0,0,0,0,-0.27664588629386877,Neutral
2023-02-07,16251.505784422247,16382.767221229386,15961.40918350381,16172.045169522002,723979.7083570217,16598.375791102062,16662.234185918333,16907.720463766545,,,16737.117194993,17064.547884208743,-327.43068921574377,-319.9315489508043,-7.499140264939456,32.85349086504475,16907.720463766545,17624.521714756796,16190.919212776294,1058709.4239303444,0.6838323075176994,-0.045336206406266455,-0.03843976485399514,358.40062549512567,-1,0,1,0,0,1,-0.6579919250882201,Bearish
2023-02-08,15989.993880531438,16087.305667029621,15637.802688469767,15857.938920462047,659323.5121289691,16434.014089067292,16580.485342140702,16827.590623911856,,,16601.65839878923,16970.49368781358,-368.83528902435137,-329.71392234108566,-39.121366683265705,30.761959344669307,16827.590623911856,17636.56527290486,16018.615974918852,1029882.6276961546,0.6401928670297842,-0.0492698413804763,-0.049023537461093114,404.4873244965023,-1,0,0,0,0,1,-0.4683696881050931,Bearish
2023-02-09,15993.401899509652,16238.443602858333,15780.685954671677,15912.695091735566,988890.4602206763,16237.77612239146,16510.6745210258,16768.2567636438,,,16495.53105949093,16888.35742753377,-392.826368042839,-342.33808952108024,-50.48827852175879,31.193831473788066,16768.2567636438,17662.842623171662,15873.670904115936,1028651.9658930873,0.9613460072106218,-0.05807958546707748,-0.042027360051139495,447.2929297639319,-1,0,0,0,0,0,-0.39065610009446966,Bearish
2023-02-10,15948.754349634395,16528.94593730209,15946.82490072105,16096.91634212499,1076813.0897878613,16138.567393703499,16473.447530057383,16698.91022612036,,,16434.140626998575,16827.12224277646,-392.98161577788414,-352.4678719556733,-40.51374382221087,38.916274776009224,16698.91022612036,17574.761443077805,15823.059009162911,1011885.1411336607,1.064165334596631,-0.029894825508609335,-0.022604025723693244,437.9256084787235,-1,0,0,0,0,0,-0.38108042709648254,Bearish
2023-02-11,16043.039874978707,16233.71271281605,15985.370711291233,16146.342313586183,993461.0503811814,16037.187567486157,16394.58140530623,16634.558469728796,,,16389.824204284676,16774.622233957663,-384.79802967298747,-358.93445361506434,-25.863576057923126,37.73154078696511,16634.558469728796,17471.453001129536,15797.663938328056,994004.7852282876,0.9994529856845897,-0.030438466455361524,-0.04656988967650344,418.44726570036937,-1,0,0,0,0,0,-0.3944302542444447,Bearish
2023-02-12,16076.025643005998,16461.622544749534,15980.55982148311,16126.406033411695,586511.5799920247,16028.059740264096,16313.217765683079,16567.891131382272,,,16349.267543699269,16724.7851294951,-375.5175857958311,-362.2513057844791,-13.266280011352023,39.50799069622424,16567.891131382272,17337.750544998536,15798.031717766007,975820.0057126796,0.6010448408092149,-0.002822100459892285,-0.0480303635372098,384.9297068081324,-1,0,0,0,0,0,-0.3876015783967848,Bearish
2023-02-13,16063.728754051297,16216.06467471563,16045.478666362595,16061.633429629896,982175.9920974423,16068.798642097667,16251.406365582481,16516.20548237717,,,16304.98769844708,16673.942568550767,-368.9548701036874,-363.59209164764667,-5.362778456040758,39.50574770385905,16516.20548237717,17275.69372671951,15756.717238034827,965213.0958080081,1.0175742500418874,0.012844954832371913,-0.03705775543523471,379.7441221711702,-1,0,0,0,0,0,-0.1768209232598409,Neutral
2023-02-14,15754.12312398212,15843.460885629178,15693.110618462058,15713.452072940785,739106.0998990294,16028.95003833871,16133.363080365085,16453.663190318788,,,16213.932726894855,16600.494140923114,-386.5614140282596,-368.18615622350273,-18.37525780475687,36.6151300499266,16453.663190318788,17262.20988020732,15645.116500430257,945714.6413071081,0.7815318359431157,-0.012521010278030209,-0.06987338065853066,404.2733449442657,-1,0,0,0,0,0,-0.39714057372131106,Bearish
2023-02-15,15495.207703516573,15844.580253713795,15165.197844639775,15551.640236948342,1133934.5097660078,15919.89481730338,16029.23110550344,16381.19490612,,,16111.994692656375,16520.480273196932,-408.48558054055684,-376.2463219426979,-32.239258597858964,22.54235347905731,16381.19490612,17241.345457273066,15521.044354966933,938725.0512200851,1.2079516875491965,-0.03387456911543252,-0.06275672029115664,430.0752755765331,-1,0,0,1,0,0,-0.2894874718761576,Neutral
2023-02-16,15466.390293941675,15707.277012701148,14902.810232235404,15451.960730389466,1073319.6492193697,15781.018500664039,15909.103034075099,16317.993657913772,,,16010.411474898103,16439.146156314502,-428.7346814163993,-386.7442864779784,-41.990394938420934,21.53333066109026,16317.993657913772,17256.731156835423,15379.25615899212,952040.2682868546,1.1273889193266486,-0.04300550364353639,-0.07213494851884816,469.3687494608255,-1,0,0,1,0,0,-0.31557968366159844,Bearish
2023-02-17,15645.390543767957,15714.6296482846,15493.714036633437,15704.70587765601,812024.0427345289,15696.678469512899,15862.3691048885,16262.301645403417,,,15963.364352783205,16383.35571572486,-419.9913629416551,-393.39385006093687,-26.597512880718227,31.293639596840066,16262.301645403417,17208.136899504807,15316.466391302027,935780.9558235966,0.8677501264383531,-0.026149667500742546,-0.02889797097195501,472.91762705069544,-1,0,0,0,0,0,-0.3988843554449747,Bearish
2023-02-18,15745.214547020872,16184.637107058406,15419.69149722361,15793.504593172675,897226.6165326613,15643.052702221456,15855.92567215956,16218.205507150133,,,15937.2247989872,16338.633218304061,-401.4084193168619,-394.9967925095708,-6.4116268072911,27.822404414971672,16218.205507150133,17165.176188731275,15271.23482556899,920058.0417817337,0.9751847989884873,-0.01669374647553512,-0.004063222062624439,473.4853407905713,-1,0,0,1,0,0,-0.3298466425792158,Bearish
2023-02-19,15275.534112705267,15749.879493237533,15195.317969145719,15383.732603594224,788157.2956222097,15577.108808352143,15803.029423345424,16156.851972185614,17210.841132772654,,15852.052073381254,16266.358861353445,-414.30678797219116,-398.8588467231745,-15.447941249016651,26.65300085233156,16156.851972185614,17154.375839561682,15159.328104809543,927053.3014270754,0.8501747358096305,-0.020983261209314485,-0.03324153985807621,498.76193368803496,-1,0,0,1,0,0,-0.3780598207095719,Bearish
2023-02-20,15394.814196073947,15524.120041150387,15130.57457527056,15466.208786790234,987464.1805453657,15560.022518320522,15739.958667811949,16106.703098934668,17160.165308508454,,15792.679723702413,16205.894811547574,-413.2150878451612,-401.73012773180545,-11.484960113355726,27.276274776823286,16106.703098934668,17138.37450530872,15075.031692560617,938259.0955810014,1.0524429607942087,-0.005493404480585662,-0.03918188688626156,515.835703187026,-1,0,0,1,0,0,-0.2433040935116839,Neutral
2023-02-21,15280.62977521784,15599.344313382357,14953.531811926083,15384.605446948448,1191028.4641002477,15546.551461632316,15663.784981148177,16029.183193227203,17108.42404467375,,15729.8884667502,16143.925798698065,-414.037331947864,-404.1915910589714,-9.845740888892578,32.20303548609324,16029.183193227203,17031.370236252103,15026.996150202302,968202.8405636149,1.2301435341864113,-0.004359012077253754,-0.04717705421101959,501.09352151245054,-1,0,0,0,0,0,-0.20164993635929185,Neutral
2023-02-22,15161.742641721406,15463.71679159791,15143.453209373049,15236.085081275927,802854.7907328913,15452.8273023563,15574.752885934602,15943.985325808837,17050.04064370286,,15653.907862948954,16075.5205465132,-421.61268356424625,-407.67583502116764,-13.93684854307861,34.80838370989912,15943.985325808837,16909.165010535904,14978.805641081768,961039.648444705,0.835402360383558,-0.029839514348805274,-0.05520888847094296,482.58984236353433,-1,0,0,0,0,0,-0.42775110703265473,Bearish
2023-02-23,15464.53987744472,15577.43210692665,15237.362268938557,15383.496403501245,1100809.303103569,15370.825664422015,15506.939183321734,15879.172774452109,16986.128617941155,,15612.30107157574,16023.443358763085,-411.1422871873456,-408.36912950740737,-2.7731576799382083,37.63182189404047,15879.172774452109,16809.792803641405,14948.552745262814,958904.6910419238,1.1479861485581584,-0.02596055785165441,-0.0422209253560506,465.31001459464755,-1,0,0,0,0,0,-0.34407212747860805,Bearish
2023-02-24,15554.902591898464,15699.377042777429,15382.69952389036,15629.093813397914,893948.4763255118,15419.897906382754,15498.503357367448,15815.933218866267,16928.247856927603,,15614.884834537786,15993.802161775619,-378.91732723783207,-402.4787415052948,23.561414267462737,39.37120642571561,15815.933218866267,16619.43459530435,15012.431842428185,938578.5443372391,0.9524492986964218,0.015949393825680724,-0.005368537680408236,401.7506882190409,-1,1,0,0,0,0,0.0111048427146508,Neutral
2023-02-25,16063.919497889474,16152.83977163495,15285.866155379521,15855.234325527905,841425.4335475311,15497.703014130288,15528.862766225406,15779.046935864422,16876.005759756357,,15651.864879158817,15983.398088579,-331.533209420184,-388.2895820003242,56.75637258014018,43.87771754972781,15779.046935864422,16495.357764830966,15062.736106897879,929908.8682104179,0.9048471977332891,0.0251532579251057,0.019521676424733014,358.1554144832719,-1,0,0,0,0,0,-0.19495659498479273,Neutral
2023-02-26,15702.207687986434,15872.786230230811,15421.374971709165,15663.572085478909,978593.9280090884,15553.49634183638,15550.023901734347,15729.563467904725,16810.99658677994,,15653.666119704889,15959.408829590746,-305.74270988585704,-371.7801581621605,66.03744827630345,40.92187871206659,15729.563467904725,16316.68433726178,15142.44259854767,912552.4091551595,1.0723701106822676,0.018132843217360195,0.013694789857527034,293.560434678528,-1,0,0,0,0,0,-0.1431500160349255,Neutral
2023-02-27,15613.169381926047,15937.671956387576,15503.882323560916,15598.753316438633,792951.5355161252,15626.029988868922,15539.42864561261,15700.898875250557,16740.147312899247,,15645.217472707689,15932.382282288781,-287.1648095810924,-354.85704792314846,67.69223834205604,40.92113763437373,15700.898875250557,16251.9294712841,15149.868279217015,916001.0005131146,0.8656666696564075,0.023803242974036687,-0.006746548585040424,275.5152980167716,-1,0,0,0,0,0,-0.1863197133938095,Neutral
2023-02-28,15616.749457515867,15926.161348795507,15295.268110459889,15684.062141335171,889270.1389305636,15686.143136435707,15528.48440042886,15692.205036294214,16673.50869667699,,15651.193888867017,15913.78989278702,-262.59600392000175,-336.4048037750418,73.80879985504004,49.357272925336666,15692.205036294214,16238.267525966185,15146.142546622243,927498.3318531944,0.9587835453609402,0.0195381940457644,-0.006929586222731987,273.03124483598543,-1,0,0,0,0,0,-0.2297985152236328,Neutral
2023-03-01,15977.161438325418,16033.836569401135,15791.39119801057,15921.411828337797,760424.4214822303,15744.606739423683,15582.25232290322,15692.640873124323,16608.331718875725,,15692.7677236361,15914.360112007493,-221.5923883713931,-313.4422855043552,91.8498971329621,57.827894794459795,15692.640873124323,16239.457736987131,15145.824009261514,916075.0299162721,0.8300896724056892,0.01870345257568906,0.03495115513239955,273.4084319314045,1,0,0,0,0,0,0.15222151966264216,Neutral
2023-03-02,15769.41720288528,16095.12858831353,15654.36498000833,15814.935578577995,1392945.0265832779,15736.546990033701,15617.125002081995,15678.541834946975,16543.499955122985,,15711.56348369735,15906.927364409225,-195.36388071187503,-289.8265755930831,94.46269488120805,57.661962196848,15678.541834946975,16195.177291270076,15161.906378623873,931881.6267560428,1.4947660588955218,-0.002541668329999136,0.022547658356042,258.31772816155126,1,0,0,0,0,0,0.18815739289579814,Neutral
2023-03-03,15788.426117518857,15846.749390980562,15712.417521016403,15778.80027503444,1007052.7103943457,15759.592627944809,15656.544484890594,15660.164733019386,16480.41747709697,,15721.907933964725,15897.355423726083,-175.44748976135816,-266.95073599017985,91.5032462288217,51.72146737714951,15660.164733019386,16130.840179240175,15189.489286798598,932561.209756701,1.0798784035388722,0.007356443915009336,0.025622680376517604,235.33772311039436,1,0,0,0,0,0,0.21434251562050055,Neutral
2023-03-04,15723.564611738098,15858.432535316755,15388.15635631001,15524.84009629006,860054.8984014828,15744.809983915093,15685.419986392004,15630.086436163305,16410.692150251976,,15691.58899034608,15869.54365787885,-177.95466753277105,-249.1515083327527,71.19684079998166,44.202901277526685,15630.086436163305,16049.391817337068,15210.781054989542,946238.375677174,0.9089199090937164,-0.004738405605189011,0.018952047948917805,209.6526905868818,1,0,0,0,0,0,0.1339780551894466,Neutral
2023-03-05,15246.712260751361,15294.916803773373,14953.066066763644,15254.038767923576,1042795.9821468444,15658.805309232772,15672.474222834242,15589.706703077987,16346.272758088651,,15624.272040841286,15823.61732160269,-199.34528076140305,-239.19025656570372,39.844975804300674,47.02299694257677,15589.706703077987,15989.100809213161,15190.312596942813,949269.3751796441,1.098524833321944,-0.027417857028140258,-0.008415358393310757,199.6970530675873,1,0,0,0,0,0,0.07411156262339107,Neutral
2023-03-06,15536.347753161956,15564.879270293595,15305.602843523664,15447.580293228637,977534.390061834,15564.039002210944,15654.322870817312,15576.413114092382,16295.099807768793,,15597.088172035199,15795.574239808542,-198.48606777334317,-231.0494147191602,32.563346945817045,49.59314477350632,15576.413114092382,15976.163551168082,15176.662677016682,961190.7896877842,1.0170034924901419,-0.029760648127059253,-0.011613822422236408,199.87521853784986,-1,0,0,0,0,0,-0.4543154088713697,Bearish
2023-03-07,15714.119558064876,15787.183289426966,15586.868427944228,15769.563484448829,955806.0800933554,15554.964583385106,15645.755786709404,15587.309276467404,16253.223862198982,,15623.623267476361,15793.635451209473,-170.01218373311167,-218.84196361779613,48.829779884684456,57.608747802076216,15587.309276467404,15995.996726151028,15178.62182678378,952284.3682041516,1.0036981725278606,-0.0028689395479185587,-0.00540331598512811,204.34372484181202,-1,0,0,0,0,0,-0.4017953024201169,Bearish
2023-03-08,15757.6575778269,15761.945048649017,15598.507287329401,15760.414743434294,1122833.3400086851,15551.287477065078,15655.440052504946,15602.731977119645,16216.414078509593,,15644.668399837265,15791.16039561703,-146.4919957797647,-204.37196539971174,57.87996961994705,60.967701180766106,15602.731977119645,16013.189970257874,15192.273983981417,954760.0527436174,1.176037200951264,-0.0011652046593958465,0.006182667492887095,205.22899656911412,-1,0,0,0,0,0,-0.36012862984266003,Bearish
2023-03-09,16147.249440895148,16351.38828836603,15696.106464659588,16005.536370997896,1151501.542009461,15647.426732006646,15696.118357960868,15617.773501786742,16182.671407199014,,15700.18719638128,15807.125280001555,-106.9380836202763,-184.8851840335766,77.94710041330029,62.50057415273268,15617.773501786742,16064.41892424724,15171.128079326243,971733.9277073641,1.1849967456896633,0.03096304192032906,0.02607792086375116,223.32271123024927,1,0,0,0,0,0,0.25950106582174454,Neutral
